transaction_id,customer_id,visit_date,total_spending
T001974,1486,2024-01-31,418270
T007485,1431,2024-01-31,396609
T005022,1095,2024-01-31,165306
T006963,1025,2024-01-31,92629
T007644,1294,2024-01-31,379282
T001634,1413,2024-01-31,95692
T003478,1484,2024-01-31,457987
T002330,1162,2024-01-31,225103
T000693,1116,2024-01-31,287775
T002108,1338,2024-01-31,100799
T002648,1237,2024-01-31,279554
T004125,1219,2024-01-31,134672
T001564,1422,2024-01-31,246845
T000654,1166,2024-01-31,232584
T002076,1473,2024-01-31,137782
T000240,1318,2024-01-31,217156
T006008,1374,2024-01-31,21694
T006931,1168,2024-02-01,378053
T000157,1407,2024-02-01,440601
T000962,1482,2024-02-01,44276
T000002,1293,2024-02-01,169747
T005672,1005,2024-02-01,235340
T006676,1412,2024-02-01,415198
T003212,1031,2024-02-01,493519
T006105,1386,2024-02-01,348601
T003944,1407,2024-02-01,450715
T001161,1156,2024-02-01,495894
T006661,1022,2024-02-01,431123
T005987,1148,2024-02-01,470514
T004756,1391,2024-02-02,151241
T005972,1399,2024-02-02,145626
T004730,1346,2024-02-02,179828
T004702,1170,2024-02-02,391558
T004374,1455,2024-02-02,359962
T005008,1256,2024-02-02,341059
T001469,1310,2024-02-02,71408
T000531,1435,2024-02-02,29321
T006800,1068,2024-02-02,439595
T005519,1294,2024-02-03,424063
T001638,1042,2024-02-03,26834
T006779,1141,2024-02-03,403409
T000234,1302,2024-02-03,294348
T004577,1206,2024-02-03,332773
T002919,1134,2024-02-03,329596
T005111,1424,2024-02-03,124713
T002837,1100,2024-02-04,57555
T007629,1463,2024-02-04,155795
T001495,1068,2024-02-04,272641
T004747,1173,2024-02-04,296051
T006886,1016,2024-02-04,363019
T004078,1379,2024-02-04,382839
T002910,1485,2024-02-04,341064
T005098,1278,2024-02-05,208338
T001465,1025,2024-02-05,150436
T004004,1168,2024-02-05,484270
T007335,1082,2024-02-05,122820
T002170,1354,2024-02-05,312838
T005830,1267,2024-02-05,143299
T005232,1076,2024-02-05,478024
T004535,1282,2024-02-05,333481
T002235,1381,2024-02-05,481964
T007524,1098,2024-02-05,318576
T005460,1025,2024-02-06,187956
T000518,1251,2024-02-06,173358
T003970,1192,2024-02-06,313559
T005881,1099,2024-02-06,159118
T000098,1427,2024-02-06,427255
T007660,1071,2024-02-06,55191
T002845,1421,2024-02-06,481333
T002868,1369,2024-02-06,458920
T002438,1021,2024-02-06,388065
T005909,1441,2024-02-06,264956
T001977,1356,2024-02-06,86846
T000333,1379,2024-02-06,368767
T003866,1038,2024-02-07,356837
T001738,1078,2024-02-07,230190
T001727,1360,2024-02-07,24158
T001563,1124,2024-02-07,153451
T006868,1180,2024-02-07,220280
T004394,1319,2024-02-07,194079
T004167,1283,2024-02-07,404521
T000330,1378,2024-02-07,249333
T004470,1426,2024-02-07,201894
T005709,1408,2024-02-07,228990
T001283,1241,2024-02-07,61291
T002946,1343,2024-02-07,317344
T005846,1279,2024-02-07,189632
T002331,1260,2024-02-08,250461
T000546,1271,2024-02-08,234273
T000927,1207,2024-02-08,448053
T004915,1376,2024-02-08,188744
T006658,1098,2024-02-08,21320
T001512,1160,2024-02-08,419158
T007496,1422,2024-02-09,386727
T000360,1476,2024-02-09,279853
T001830,1283,2024-02-09,246406
T006403,1011,2024-02-09,427887
T002127,1143,2024-02-09,192606
T002875,1116,2024-02-09,297022
T006346,1197,2024-02-09,320374
T005338,1098,2024-02-09,467543
T001341,1471,2024-02-09,82244
T006033,1404,2024-02-09,394440
T007157,1324,2024-02-10,401506
T001310,1487,2024-02-10,397275
T003314,1394,2024-02-10,212527
T007527,1158,2024-02-10,49114
T004964,1090,2024-02-10,245743
T004398,1153,2024-02-11,366198
T001946,1216,2024-02-11,305539
T001639,1397,2024-02-11,281609
T007814,1273,2024-02-11,117052
T007258,1087,2024-02-11,170928
T000877,1163,2024-02-11,67252
T005706,1432,2024-02-11,413258
T005758,1371,2024-02-11,119473
T005081,1125,2024-02-11,332601
T003562,1242,2024-02-12,304850
T006534,1218,2024-02-12,30040
T004965,1094,2024-02-12,231299
T001166,1420,2024-02-12,111426
T007576,1171,2024-02-12,432546
T000196,1171,2024-02-13,207232
T004102,1319,2024-02-13,335792
T006010,1356,2024-02-13,499893
T004853,1356,2024-02-13,164687
T003087,1022,2024-02-13,391527
T007609,1129,2024-02-13,412278
T007228,1328,2024-02-13,210300
T001713,1350,2024-02-13,110485
T006337,1326,2024-02-13,264620
T000537,1430,2024-02-13,173043
T007505,1455,2024-02-13,73096
T005328,1417,2024-02-13,131545
T005630,1099,2024-02-13,63677
T004395,1378,2024-02-13,85470
T006681,1433,2024-02-14,378566
T007146,1214,2024-02-14,121630
T003218,1074,2024-02-14,377168
T005126,1490,2024-02-14,403328
T000045,1130,2024-02-14,24329
T007053,1137,2024-02-14,254849
T000129,1216,2024-02-14,256591
T004194,1248,2024-02-14,163194
T004366,1496,2024-02-14,302257
T002710,1445,2024-02-14,222541
T005726,1368,2024-02-14,181641
T006501,1246,2024-02-14,100442
T002954,1250,2024-02-15,90246
T000776,1402,2024-02-15,105745
T003604,1235,2024-02-15,44067
T004215,1237,2024-02-15,103324
T006965,1498,2024-02-15,468834
T004428,1426,2024-02-15,291419
T002220,1383,2024-02-15,471095
T005872,1127,2024-02-16,162207
T000881,1424,2024-02-16,72756
T005650,1239,2024-02-16,346069
T005088,1004,2024-02-16,306981
T003036,1075,2024-02-16,454448
T000538,1226,2024-02-16,276054
T001228,1293,2024-02-16,201353
T004584,1271,2024-02-16,207494
T006032,1005,2024-02-16,438597
T003503,1412,2024-02-16,291896
T000792,1447,2024-02-16,499969
T001601,1474,2024-02-16,448866
T005778,1173,2024-02-17,109199
T004119,1453,2024-02-17,460769
T001208,1118,2024-02-17,113057
T006097,1348,2024-02-17,319386
T004532,1071,2024-02-17,222007
T007746,1472,2024-02-17,216000
T007962,1293,2024-02-17,41157
T002199,1167,2024-02-17,254046
T003796,1221,2024-02-17,175205
T001587,1405,2024-02-17,430600
T003245,1119,2024-02-17,131145
T002601,1179,2024-02-18,369973
T007467,1106,2024-02-18,404190
T004405,1389,2024-02-18,438692
T000130,1339,2024-02-18,469597
T002669,1192,2024-02-18,243626
T000331,1241,2024-02-18,68566
T006656,1196,2024-02-18,362775
T006294,1133,2024-02-18,66434
T003776,1371,2024-02-19,71986
T005104,1302,2024-02-19,301665
T006797,1468,2024-02-19,478146
T000318,1259,2024-02-19,123845
T004663,1368,2024-02-19,86780
T007898,1066,2024-02-19,424050
T003293,1307,2024-02-19,482552
T000809,1382,2024-02-19,145613
T001417,1407,2024-02-19,439948
T001863,1072,2024-02-19,435656
T007515,1477,2024-02-19,127645
T001897,1012,2024-02-19,276083
T002295,1283,2024-02-19,355500
T005942,1063,2024-02-19,398884
T001566,1178,2024-02-19,192192
T001995,1303,2024-02-19,488380
T004511,1354,2024-02-20,273297
T004273,1434,2024-02-20,350600
T002370,1216,2024-02-20,298796
T000591,1274,2024-02-20,499425
T006584,1292,2024-02-20,191500
T002368,1457,2024-02-20,183223
T000689,1461,2024-02-20,261300
T003573,1161,2024-02-20,143076
T000169,1176,2024-02-20,151994
T004127,1204,2024-02-20,482833
T007096,1268,2024-02-20,81351
T007569,1026,2024-02-20,224670
T002627,1210,2024-02-20,137512
T001647,1129,2024-02-20,384598
T005151,1032,2024-02-21,83209
T003572,1054,2024-02-21,119423
T002856,1202,2024-02-21,61516
T003221,1456,2024-02-21,297928
T003375,1343,2024-02-21,276960
T003447,1465,2024-02-21,138833
T003441,1321,2024-02-21,431896
T003888,1047,2024-02-21,333703
T006169,1346,2024-02-21,205826
T004495,1072,2024-02-21,339066
T004721,1395,2024-02-21,65217
T003264,1096,2024-02-21,409168
T003482,1111,2024-02-21,416135
T006688,1215,2024-02-21,180585
T006120,1195,2024-02-21,184551
T002921,1274,2024-02-22,483675
T005524,1436,2024-02-22,359528
T005453,1184,2024-02-22,281387
T002661,1404,2024-02-22,435732
T002034,1051,2024-02-22,64158
T000585,1163,2024-02-22,261348
T004728,1396,2024-02-22,293167
T005372,1390,2024-02-23,411993
T007179,1210,2024-02-23,465278
T001621,1117,2024-02-23,36829
T007104,1312,2024-02-23,35611
T002624,1262,2024-02-23,225426
T007977,1106,2024-02-23,212012
T000492,1196,2024-02-23,31094
T004889,1028,2024-02-23,103905
T007939,1488,2024-02-23,473652
T001795,1119,2024-02-23,32937
T007651,1079,2024-02-23,235691
T000245,1440,2024-02-24,274522
T002858,1402,2024-02-24,275623
T000306,1310,2024-02-24,125711
T001537,1083,2024-02-24,393539
T004587,1181,2024-02-24,347535
T002479,1424,2024-02-24,242143
T006811,1432,2024-02-24,93251
T000638,1386,2024-02-24,413399
T000336,1178,2024-02-24,496908
T007020,1439,2024-02-24,45346
T003773,1099,2024-02-24,165991
T005416,1269,2024-02-24,68245
T003250,1248,2024-02-24,489171
T003881,1411,2024-02-24,380372
T005324,1471,2024-02-24,258962
T000835,1268,2024-02-25,126093
T007866,1026,2024-02-25,111634
T003601,1008,2024-02-25,288159
T005934,1063,2024-02-25,471797
T004750,1405,2024-02-25,435585
T002638,1449,2024-02-25,279111
T000178,1372,2024-02-25,376219
T003338,1298,2024-02-25,73629
T001816,1086,2024-02-25,106491
T000220,1227,2024-02-26,397625
T001238,1146,2024-02-26,447060
T001926,1469,2024-02-26,168317
T007069,1258,2024-02-26,300980
T002304,1101,2024-02-26,469047
T007405,1422,2024-02-26,70374
T000046,1310,2024-02-26,318009
T006164,1322,2024-02-26,282901
T002350,1227,2024-02-26,472829
T006573,1039,2024-02-26,372410
T006914,1077,2024-02-26,117417
T007614,1211,2024-02-26,362898
T000456,1477,2024-02-27,294962
T001372,1279,2024-02-27,242785
T004773,1161,2024-02-27,59952
T007740,1229,2024-02-27,158260
T004186,1309,2024-02-27,436790
T007887,1078,2024-02-27,340760
T007721,1474,2024-02-27,326855
T002124,1203,2024-02-27,459388
T003481,1228,2024-02-27,114452
T007089,1099,2024-02-27,275667
T005420,1465,2024-02-27,216739
T005267,1399,2024-02-28,337332
T007282,1099,2024-02-28,26028
T004943,1093,2024-02-28,209551
T001504,1031,2024-02-28,299176
T000462,1046,2024-02-28,285721
T007895,1304,2024-02-28,290871
T004589,1030,2024-02-28,143546
T006021,1070,2024-02-28,454468
T001247,1049,2024-02-29,135391
T000878,1229,2024-02-29,404878
T003961,1003,2024-02-29,294233
T000256,1478,2024-02-29,469199
T002283,1210,2024-02-29,473737
T003677,1137,2024-02-29,496436
T007301,1079,2024-02-29,298823
T005001,1239,2024-02-29,208921
T000417,1092,2024-03-01,495634
T000749,1362,2024-03-01,236223
T002613,1492,2024-03-01,429355
T002492,1275,2024-03-01,60565
T006602,1152,2024-03-01,144809
T000910,1374,2024-03-01,406134
T006262,1310,2024-03-01,465045
T006639,1259,2024-03-01,348848
T006485,1451,2024-03-01,333859
T002369,1213,2024-03-01,151590
T006304,1219,2024-03-02,327922
T003771,1435,2024-03-02,416076
T004385,1140,2024-03-02,433926
T003792,1399,2024-03-02,325722
T005780,1453,2024-03-02,188561
T006180,1435,2024-03-02,29864
T003337,1293,2024-03-02,118979
T003635,1311,2024-03-02,285205
T003353,1361,2024-03-02,185493
T001982,1228,2024-03-02,286401
T005996,1146,2024-03-03,51280
T006432,1154,2024-03-03,391784
T003336,1140,2024-03-03,85555
T000342,1160,2024-03-03,124417
T007539,1440,2024-03-03,395982
T000514,1175,2024-03-03,316699
T007438,1472,2024-03-03,269957
T002962,1139,2024-03-03,341901
T004041,1114,2024-03-03,233104
T007445,1461,2024-03-03,428816
T005024,1222,2024-03-03,23376
T001645,1393,2024-03-03,273975
T007925,1238,2024-03-03,473245
T006805,1323,2024-03-03,157662
T001893,1234,2024-03-03,123841
T000258,1003,2024-03-04,406830
T007828,1308,2024-03-04,82679
T004406,1036,2024-03-04,229483
T007214,1387,2024-03-04,65900
T000463,1155,2024-03-04,93916
T001349,1453,2024-03-04,195778
T007899,1234,2024-03-04,171397
T004121,1474,2024-03-04,392029
T001096,1462,2024-03-04,414833
T005868,1494,2024-03-05,152639
T007734,1424,2024-03-05,335410
T005596,1220,2024-03-05,359425
T001131,1493,2024-03-05,430624
T006579,1203,2024-03-06,373193
T003202,1158,2024-03-06,443873
T003936,1104,2024-03-06,278446
T005005,1181,2024-03-06,480662
T007996,1451,2024-03-06,196507
T003230,1366,2024-03-06,34718
T006047,1106,2024-03-06,457760
T006677,1224,2024-03-06,398466
T002366,1364,2024-03-06,154815
T002966,1385,2024-03-06,401355
T001759,1400,2024-03-07,137219
T000882,1460,2024-03-07,332379
T002565,1451,2024-03-07,27711
T003992,1162,2024-03-07,239699
T001280,1125,2024-03-07,476185
T007775,1073,2024-03-07,477480
T007328,1446,2024-03-07,144594
T005937,1012,2024-03-07,166162
T005784,1122,2024-03-07,390317
T000280,1140,2024-03-08,397928
T006267,1109,2024-03-08,270322
T000500,1017,2024-03-08,72748
T004159,1322,2024-03-08,176359
T001559,1308,2024-03-08,413327
T001463,1256,2024-03-08,199541
T003502,1226,2024-03-08,477924
T001069,1344,2024-03-08,202614
T006398,1462,2024-03-08,67431
T003091,1323,2024-03-08,170595
T003226,1370,2024-03-08,132878
T003229,1412,2024-03-08,251876
T002901,1051,2024-03-09,284208
T001018,1345,2024-03-09,193795
T002257,1279,2024-03-09,47371
T003254,1361,2024-03-09,426051
T006216,1022,2024-03-09,253829
T006490,1093,2024-03-09,88745
T000259,1429,2024-03-09,253614
T006413,1369,2024-03-09,80805
T005541,1091,2024-03-09,468835
T003909,1009,2024-03-09,243302
T005838,1087,2024-03-09,116621
T003876,1030,2024-03-09,401558
T003246,1415,2024-03-09,425060
T005660,1163,2024-03-10,337053
T004759,1487,2024-03-10,23415
T007389,1488,2024-03-10,68302
T004237,1132,2024-03-10,219395
T006871,1177,2024-03-10,235147
T004318,1056,2024-03-10,299811
T003855,1085,2024-03-10,88896
T007779,1223,2024-03-10,443904
T005436,1210,2024-03-10,43694
T003003,1267,2024-03-10,71786
T000097,1061,2024-03-10,464049
T005966,1180,2024-03-11,338393
T003033,1250,2024-03-11,323682
T003637,1374,2024-03-11,274216
T007403,1439,2024-03-11,316649
T004064,1412,2024-03-11,47050
T002701,1168,2024-03-11,33944
T000426,1345,2024-03-11,128049
T000106,1229,2024-03-11,146298
T004805,1258,2024-03-12,290445
T001335,1172,2024-03-12,484519
T004693,1346,2024-03-12,187862
T003679,1074,2024-03-12,248273
T001517,1060,2024-03-12,101098
T007357,1445,2024-03-12,21753
T001798,1268,2024-03-12,417599
T003659,1008,2024-03-13,187659
T007312,1047,2024-03-13,111467
T003916,1324,2024-03-13,123733
T000035,1394,2024-03-13,303374
T006383,1407,2024-03-13,490439
T004225,1370,2024-03-13,379438
T004210,1083,2024-03-13,76196
T004806,1264,2024-03-13,146866
T002346,1418,2024-03-13,472694
T000842,1225,2024-03-13,392429
T002007,1475,2024-03-13,340338
T000996,1495,2024-03-14,361383
T007756,1442,2024-03-14,480919
T003956,1070,2024-03-14,308384
T005601,1223,2024-03-14,440528
T002642,1241,2024-03-14,455078
T001888,1013,2024-03-14,469794
T004145,1219,2024-03-14,420077
T001591,1149,2024-03-14,245962
T000650,1338,2024-03-14,441128
T006079,1245,2024-03-14,52202
T007220,1090,2024-03-14,189173
T002171,1028,2024-03-14,182325
T004885,1139,2024-03-15,193877
T007550,1381,2024-03-15,113005
T003599,1006,2024-03-15,157719
T007309,1079,2024-03-15,235692
T001474,1321,2024-03-15,317560
T004161,1309,2024-03-15,185043
T003699,1155,2024-03-15,116344
T001870,1104,2024-03-15,287984
T004441,1239,2024-03-15,288520
T004251,1434,2024-03-15,129875
T005554,1345,2024-03-15,447405
T007306,1292,2024-03-16,423150
T003913,1010,2024-03-16,303932
T000019,1087,2024-03-16,231087
T002454,1207,2024-03-16,88040
T005137,1176,2024-03-16,299849
T007865,1161,2024-03-16,112675
T007010,1499,2024-03-16,20973
T002100,1070,2024-03-16,172931
T001698,1415,2024-03-16,160973
T005171,1048,2024-03-16,434599
T001086,1224,2024-03-16,336956
T006112,1459,2024-03-16,256109
T000691,1417,2024-03-16,426781
T007624,1335,2024-03-16,243524
T006207,1162,2024-03-17,227746
T007489,1184,2024-03-17,210984
T006873,1410,2024-03-17,165959
T003160,1290,2024-03-17,245683
T000774,1082,2024-03-17,354180
T003004,1310,2024-03-17,101271
T003204,1269,2024-03-17,331095
T002476,1084,2024-03-17,498090
T000653,1095,2024-03-17,328984
T002720,1153,2024-03-17,226946
T001538,1393,2024-03-17,384763
T005861,1248,2024-03-18,289432
T004423,1039,2024-03-18,160313
T004473,1122,2024-03-18,445305
T003655,1247,2024-03-18,486316
T002044,1320,2024-03-18,464140
T007943,1019,2024-03-18,275456
T000070,1246,2024-03-18,36220
T004332,1107,2024-03-18,296925
T007720,1447,2024-03-18,84162
T006149,1246,2024-03-18,161321
T002892,1045,2024-03-18,150085
T006183,1408,2024-03-18,94310
T007280,1175,2024-03-18,284602
T001279,1374,2024-03-18,40239
T001774,1315,2024-03-19,424696
T001827,1213,2024-03-19,150775
T007860,1299,2024-03-19,79668
T003948,1313,2024-03-19,478245
T003253,1075,2024-03-19,347371
T007149,1467,2024-03-19,20719
T001968,1406,2024-03-19,244731
T006303,1325,2024-03-19,495054
T000357,1440,2024-03-19,29765
T000652,1495,2024-03-19,201731
T007437,1362,2024-03-19,443496
T007564,1492,2024-03-19,49400
T006175,1276,2024-03-19,94492
T005802,1006,2024-03-19,209807
T007027,1021,2024-03-19,373119
T007061,1308,2024-03-20,78770
T001497,1444,2024-03-20,352510
T006422,1374,2024-03-20,134090
T003977,1032,2024-03-20,78650
T004150,1475,2024-03-20,437579
T001142,1203,2024-03-20,376626
T003894,1213,2024-03-20,319740
T002589,1361,2024-03-20,177833
T002590,1147,2024-03-20,215507
T003660,1478,2024-03-20,285508
T000375,1226,2024-03-20,135123
T001249,1108,2024-03-21,254856
T004567,1093,2024-03-21,247391
T001478,1238,2024-03-21,361468
T006363,1397,2024-03-21,140848
T002487,1083,2024-03-21,54111
T005891,1382,2024-03-21,85064
T001850,1413,2024-03-21,401150
T000054,1029,2024-03-21,268577
T007810,1450,2024-03-21,342894
T007486,1332,2024-03-21,74431
T006429,1324,2024-03-21,202482
T000386,1454,2024-03-21,253265
T000276,1305,2024-03-21,104437
T004418,1137,2024-03-21,485406
T002736,1161,2024-03-21,398080
T004582,1425,2024-03-22,383116
T002930,1401,2024-03-22,398147
T004604,1360,2024-03-22,156485
T007249,1104,2024-03-22,263095
T000018,1076,2024-03-22,310232
T005774,1060,2024-03-22,348147
T002097,1106,2024-03-22,435596
T005481,1113,2024-03-22,72142
T000688,1233,2024-03-22,445737
T000788,1035,2024-03-22,240587
T002999,1064,2024-03-22,392384
T005361,1171,2024-03-22,386233
T005622,1490,2024-03-23,70094
T002239,1284,2024-03-23,273786
T005191,1346,2024-03-23,174014
T004522,1433,2024-03-23,67717
T003574,1434,2024-03-23,155047
T000858,1422,2024-03-23,165327
T006731,1333,2024-03-23,237161
T005294,1246,2024-03-23,277426
T004295,1358,2024-03-24,340762
T000943,1035,2024-03-24,258986
T002162,1490,2024-03-24,69334
T003335,1211,2024-03-24,303962
T003467,1055,2024-03-24,61646
T004874,1171,2024-03-24,327732
T004954,1207,2024-03-24,265512
T003795,1109,2024-03-24,483423
T003237,1191,2024-03-24,426080
T004178,1258,2024-03-25,463612
T007906,1254,2024-03-25,93042
T003877,1190,2024-03-25,71524
T003847,1326,2024-03-25,364994
T007351,1089,2024-03-25,229229
T000565,1092,2024-03-25,341546
T002652,1141,2024-03-25,122548
T002741,1147,2024-03-25,183645
T007519,1126,2024-03-25,315719
T001173,1090,2024-03-25,325970
T006765,1368,2024-03-26,437907
T006629,1190,2024-03-26,195225
T003466,1033,2024-03-26,186804
T006685,1150,2024-03-27,344493
T000303,1148,2024-03-27,203220
T002098,1217,2024-03-27,385296
T001294,1288,2024-03-27,25149
T002394,1075,2024-03-27,418759
T003818,1447,2024-03-27,274467
T005820,1416,2024-03-27,365603
T003453,1181,2024-03-27,433621
T002409,1212,2024-03-28,301090
T002338,1283,2024-03-28,465487
T000754,1087,2024-03-28,365564
T001454,1163,2024-03-28,322912
T005066,1407,2024-03-28,233379
T007396,1363,2024-03-28,231929
T006599,1070,2024-03-28,288818
T006397,1439,2024-03-28,473520
T000353,1357,2024-03-28,27704
T003955,1141,2024-03-29,140754
T004839,1499,2024-03-29,69948
T001159,1157,2024-03-29,145611
T005700,1403,2024-03-29,249482
T007279,1372,2024-03-29,293390
T001401,1481,2024-03-29,272134
T002246,1254,2024-03-29,165949
T004439,1457,2024-03-29,297143
T006645,1421,2024-03-29,243628
T005908,1262,2024-03-29,214444
T004742,1451,2024-03-29,137954
T007533,1294,2024-03-29,407900
T006462,1438,2024-03-30,118991
T004990,1340,2024-03-30,322508
T002152,1341,2024-03-30,153107
T001724,1223,2024-03-30,404382
T001260,1476,2024-03-30,470213
T004378,1084,2024-03-30,429505
T002277,1393,2024-03-30,347840
T000981,1308,2024-03-30,101551
T002110,1363,2024-03-30,255018
T005252,1388,2024-03-30,432269
T003784,1040,2024-03-30,88625
T000087,1482,2024-03-30,424364
T007133,1106,2024-03-31,199848
T001686,1385,2024-03-31,225662
T003525,1233,2024-03-31,78906
T006917,1343,2024-03-31,218232
T005400,1184,2024-03-31,173256
T003902,1426,2024-03-31,307243
T006994,1153,2024-03-31,461441
T005293,1002,2024-03-31,146691
T004281,1094,2024-03-31,29605
T004307,1107,2024-03-31,436602
T002630,1268,2024-03-31,384811
T003859,1384,2024-03-31,334221
T000850,1298,2024-03-31,424124
T002533,1068,2024-04-01,23051
T001884,1411,2024-04-01,338477
T004049,1124,2024-04-01,243023
T007352,1056,2024-04-01,423727
T005170,1227,2024-04-01,249216
T003644,1285,2024-04-01,400149
T004884,1408,2024-04-01,320206
T003563,1282,2024-04-01,193988
T006597,1237,2024-04-02,379225
T007366,1113,2024-04-02,483593
T004640,1096,2024-04-02,38546
T006768,1420,2024-04-02,479993
T003300,1460,2024-04-02,128263
T000946,1245,2024-04-02,53521
T005322,1479,2024-04-02,303343
T002553,1035,2024-04-02,402500
T006200,1394,2024-04-03,224205
T003345,1355,2024-04-03,423036
T003192,1055,2024-04-03,184628
T005990,1319,2024-04-03,224378
T000159,1469,2024-04-03,114825
T006942,1245,2024-04-03,50066
T001758,1351,2024-04-03,466732
T004709,1104,2024-04-03,498988
T007889,1382,2024-04-04,444790
T001289,1019,2024-04-04,365778
T005309,1094,2024-04-04,236452
T002552,1268,2024-04-04,322606
T005983,1027,2024-04-04,421048
T001598,1065,2024-04-04,216339
T000032,1237,2024-04-04,202177
T005677,1059,2024-04-04,212974
T004607,1220,2024-04-04,86778
T006273,1379,2024-04-04,485393
T007687,1074,2024-04-05,454448
T002342,1353,2024-04-05,391489
T001103,1282,2024-04-05,238760
T007353,1094,2024-04-05,141898
T000633,1432,2024-04-05,351324
T004983,1008,2024-04-05,355415
T006938,1347,2024-04-05,362709
T000301,1059,2024-04-05,98229
T000186,1014,2024-04-05,143775
T003219,1010,2024-04-05,46520
T003344,1041,2024-04-05,316066
T005910,1364,2024-04-06,205092
T007293,1024,2024-04-06,83804
T001706,1499,2024-04-06,443714
T006837,1147,2024-04-06,172330
T001077,1199,2024-04-06,118706
T006098,1480,2024-04-06,423157
T006978,1373,2024-04-06,190010
T002230,1214,2024-04-06,249632
T001105,1304,2024-04-06,394994
T005753,1045,2024-04-06,178178
T005476,1005,2024-04-06,248057
T007559,1385,2024-04-06,265389
T005122,1065,2024-04-06,300199
T003372,1481,2024-04-06,132168
T004937,1460,2024-04-06,306400
T007626,1027,2024-04-06,177781
T007571,1476,2024-04-07,388954
T005592,1448,2024-04-07,152720
T004209,1164,2024-04-07,301658
T006062,1095,2024-04-07,99134
T001569,1116,2024-04-07,487221
T000567,1021,2024-04-07,386074
T000550,1075,2024-04-07,236169
T002767,1118,2024-04-07,110693
T001903,1437,2024-04-07,407243
T001797,1497,2024-04-07,312305
T002991,1008,2024-04-07,496552
T004172,1048,2024-04-07,453370
T001524,1418,2024-04-07,384236
T007997,1446,2024-04-07,387758
T007029,1070,2024-04-07,330207
T003526,1017,2024-04-07,358781
T005731,1187,2024-04-08,435556
T001019,1302,2024-04-08,55572
T000692,1077,2024-04-08,43027
T004354,1207,2024-04-08,26125
T004717,1222,2024-04-08,488235
T002752,1041,2024-04-08,167083
T005033,1273,2024-04-08,202187
T004507,1490,2024-04-08,394684
T003385,1003,2024-04-08,221958
T002408,1289,2024-04-08,331201
T006697,1378,2024-04-08,52882
T007286,1368,2024-04-08,251324
T006110,1019,2024-04-08,181340
T000304,1349,2024-04-08,371301
T006992,1001,2024-04-08,100853
T004958,1020,2024-04-08,254855
T003347,1496,2024-04-08,390266
T006524,1161,2024-04-08,148345
T004107,1218,2024-04-08,196225
T005610,1345,2024-04-08,264187
T002913,1037,2024-04-08,83960
T000738,1208,2024-04-08,321567
T004152,1438,2024-04-08,190372
T002650,1312,2024-04-08,145019
T007931,1018,2024-04-09,164868
T006386,1412,2024-04-09,454264
T003742,1324,2024-04-09,34498
T005249,1487,2024-04-09,329571
T006946,1021,2024-04-09,49418
T002679,1305,2024-04-09,234417
T007132,1220,2024-04-09,369601
T007238,1385,2024-04-09,189563
T005918,1333,2024-04-09,419445
T006427,1359,2024-04-09,97751
T004387,1283,2024-04-09,33448
T006967,1134,2024-04-10,427001
T001476,1336,2024-04-10,38242
T001678,1449,2024-04-10,61598
T001757,1160,2024-04-10,270138
T001017,1328,2024-04-10,337486
T007338,1415,2024-04-10,440431
T002167,1152,2024-04-10,226823
T003012,1487,2024-04-10,60821
T006108,1260,2024-04-10,483214
T004765,1279,2024-04-10,100459
T007681,1228,2024-04-10,158426
T007846,1464,2024-04-10,396783
T004283,1138,2024-04-10,326752
T000457,1012,2024-04-10,291479
T004244,1248,2024-04-10,474906
T006644,1422,2024-04-11,495285
T002443,1302,2024-04-11,483026
T001556,1101,2024-04-11,99544
T003924,1102,2024-04-11,499894
T005197,1072,2024-04-11,199264
T004027,1428,2024-04-11,32442
T005209,1451,2024-04-11,210255
T003504,1205,2024-04-11,232620
T003438,1188,2024-04-11,266130
T002322,1016,2024-04-11,199357
T005235,1287,2024-04-11,146552
T006215,1420,2024-04-11,172320
T003048,1465,2024-04-12,103470
T001416,1190,2024-04-12,118704
T007873,1068,2024-04-12,449199
T007186,1191,2024-04-12,199937
T004137,1280,2024-04-12,435099
T007453,1079,2024-04-12,352554
T002189,1022,2024-04-12,234680
T004218,1416,2024-04-12,494296
T005386,1139,2024-04-12,146895
T000536,1482,2024-04-12,439260
T003579,1224,2024-04-12,193226
T006486,1208,2024-04-12,27466
T000337,1338,2024-04-12,366228
T007208,1026,2024-04-12,468991
T007819,1184,2024-04-13,422016
T005744,1259,2024-04-13,58250
T000027,1134,2024-04-13,127154
T004987,1414,2024-04-13,393722
T003863,1452,2024-04-13,210375
T000315,1218,2024-04-13,453394
T007333,1349,2024-04-13,169703
T005814,1447,2024-04-13,112776
T002836,1118,2024-04-13,465558
T003514,1119,2024-04-14,300446
T003892,1016,2024-04-14,345554
T006268,1283,2024-04-14,270483
T001670,1444,2024-04-14,474188
T002489,1435,2024-04-14,226769
T006642,1210,2024-04-14,131736
T004924,1345,2024-04-14,99098
T006649,1443,2024-04-14,292032
T004229,1419,2024-04-14,354132
T001437,1082,2024-04-15,133436
T001139,1399,2024-04-15,63634
T000755,1012,2024-04-15,198527
T007412,1383,2024-04-15,440791
T003750,1116,2024-04-15,66659
T007028,1122,2024-04-15,288116
T001722,1220,2024-04-15,275217
T007087,1117,2024-04-15,157661
T005039,1494,2024-04-15,477199
T002326,1375,2024-04-15,176308
T003450,1186,2024-04-15,30934
